id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
78749,"Luxury Downtown Condo, Walk to Everything!","This open, contemporary condo is right in 78701, the heart of downtown Austin. There's really no better location in the city. It is a safe and quiet luxury condominium building, with 24 hour security, and is within walking distance to the best Austin has to offer. It is a 5-10 minute walk to our best restaurants, the Capitol building, historic Congress Avenue, the 6th Street music scene, the bats at the Congress Bridge, and all of the sites that downtown Austin has to offer. The 13th floor rooftop terrace offers views of the Capitol Building and the downtown skyline, and is a great place to relax with a glass of wine. The condo is clean, non-smoking, sleek and modern. There is a washer and dryer, TV and wifi. I would love to host you for 30+ days. Please contact me if interested!","Downtown Austin it the place to be! It's a vibrant neighborhood that has everything within walking distance. Bars, restaurants, lounges, haunted hotels, bats, bridges, Ladybird Lake and the Capitol Building are all within easy walking distance.",423241,Breanne,3/4/11,within an hour,33,100%,Downtown,2,Downtown,Austin,TX,78701,Austin,United States,Apartment,Entire home/apt,2,632,$209.00,$149.00,58,34.8,6,10,2,0.06,,,,0
78757,Nice Room Great House near Zilker,"Comfortable furnishings, high ceilings, natural light and wood floors welcomes you to this beautiful Austin home. Our home is a sanctuary to us and we would love to share that with you. Our home is conveniently located in 78704, the heart of Austin. It is a 5-10 minute drive to downtown or a 15-20 minute bike ride along the hike and bike greenbelt to downtown. It is also 2 minute ride to Barton Springs, The Place to swim in Austin. This bedroom is on the second floor of a three story house. It has its own bathroom and entrance. It is attached to the house and is located next to the kitchen. This room also has a closet that holds the washer and dryer. For short term rentals, it is no problem to have that off limits to the rest of the house. Long term, you would need to be ok with us using them, when it is convenient for you, of course. The back door overlooks the scenic back yard. There is a shared kitchen, huge living room and a sun room overlooking the greenbelt.",,374529,Alyson & Max,2/2/11,within a few hours,347,100%,Barton Hills,4,Barton Hills,Austin,TX,78704,Austin,United States,House,Private room,2,N/A,$66.00,$50.00,352,211.2,73,10,4,0.79,,,,0
2515,Stay at Chez Chic budget room #1,"-PLEASE BOOK DIRECTLY. NO NEED TO SEND A REQUEST FOR DATES CALENDAR IS UP TO DATE ALL AIRBNB RESERVATIONS WILL BE HONORED Nice, comfortable, and clean private guest room with shared bathroom (2 people max) - full size bed. In very nice apartment on central Park North 4th floor walk-up. same place as Chez chic #2, max capacity of the rooms 2 people). You will share the apt with me and my little family. Daily cleaning in common areas. Located one block from Subway 2/3,B/C on 110th street, Bus M1,2,3,4 at the corner, central park across the street. Your room: full size bed (sleeps two), desk, Digital Tv/DVD, wifi internet, A/C, closet and desk. Sheets/Towels provided. Iron/air dryer provided. Separate Full bathroom shared with guestroom room #2. Access to the Kitchen from 8AM weekdays or anytime during the weekend and light cooking, access to kitchen at all times but no cooking in the evening. The apartment: spacious newly renovated, hardwood floors,3BD, 2Bath apartment with Living room",,2758,Steph,9/6/08,N/A,N/A,N/A,Harlem,3,Harlem,New York,NY,10026,New York,United States,Apartment,Private room,3,N/A,$59.00,$60.00,310,263.5,173,10,3,1.42,,,,0
2539,Clean & quiet apt home by the park,"Spacious, renovated, and clean apt home, one block to F train, 25 minutes to lower Manhatten",Close to Prospect Park and Historic Ditmas Park,2787,John,9/7/08,N/A,N/A,N/A,Gravesend,8,Kensington,Brooklyn,NY,11218,New York,United States,Apartment,Private room,4,N/A,$149.00,$125.00,360,306,8,10,8,0.23,,,,0
2595,Skylit Midtown Castle,"- Spacious (500+ft²), immaculate and nicely furnished & designed studio. - Tuck yourself into the ultra comfortable bed under the skylight. Fall in love with a myriad of bright lights in the city night sky. - Single-sized bed/convertible floor mattress with luxury bedding (available upon request). - Gorgeous pyramid skylight with amazing diffused natural light, stunning architectural details, soaring high vaulted ceilings, exposed brick, wood burning fireplace, floor seating area with natural zafu cushions, modern style mixed with eclectic art & antique treasures, large full bath, newly renovated kitchen, air conditioning/heat, high speed WiFi Internet, and Apple TV. - Centrally located in the heart of Midtown Manhattan just a few blocks from all subway connections in the very desirable Midtown location a few minutes walk to Times Square, the Theater District, Bryant Park and Herald Square. - The Midtown Castle is a uniquely charming Dutch Colonial survivor from the 1890s. - This is","Centrally located in the heart of Manhattan just a few blocks from all subway connections in the very desirable Midtown location a few minutes walk to Times Square, the Theater District, Bryant Park and Herald Square.",2845,Jennifer,9/9/08,within a day,1261,80%,Midtown,5,Midtown,New York,NY,10018,New York,United States,Apartment,Entire home/apt,2,N/A,$225.00,$100.00,345,293.25,36,9,2,0.33,,,,0
3330,#ERROR!,"Room Features: - clean, hardwood floors - 2 large windows with sliding glass doors providing access to private rooftop deck - clean private bathroom with tub - comfy, cozy, queen sized bed with fresh sheets - full length mirror - dresser - hangers for clothes - fresh bath towels included with stay Apartment Features: - open living room with lots of natural light - basic cable/Netflix/ HBO Go on TV - high ceilings - dishwasher/microwave/gas stove - pots and pans for cooking / dishes & utensils - 2 quiet, working roommates (lovely ladies in their early 30s) Building: - 4 story - elevator - laundry facility in basement - 1 block from Montrose Ave stop on L train - friendly neighbors Ideal For: - someone on vacation looking for a great deal - someone in transition, moving, or exploring williamsburg - someone who wants hotel comfort, but not hotel rates - someone who is clean and will not smoke/do drugs in the apartment - someone who prefers to stay at least a week - couples welcome! no","Location is GREAT!! Right off the L train in the best neighborhood in the five boroughs: Williamsburg (recognized as one of the best neighborhoods in New York City by TimeOut Magazine New York) You will be walking distance to all the best bars, restaurants and music venues in Brooklyn. Several Supermarkets and bodegas are all within short walking distance.",4177,Jbee,11/9/08,N/A,N/A,N/A,East Williamsburg,5,Williamsburg,Brooklyn,NY,11206,New York,United States,Apartment,Private room,2,N/A,$70.00,$125.00,271,230.35,34,10,3,0.32,,,,0
3647,THE VILLAGE OF HARLEM....NEW YORK !,WELCOME TO OUR INTERNATIONAL URBAN COMMUNITY This Spacious 1 bedroom is with Plenty of Windows with a View....... Sleeps.....Four Adults.....two in the Livingrm. with (2) Sofa-beds. (Website hidden by Airbnb) two in the Bedrm.on a very Comfortable Queen Size Bed... A Complete Bathrm.....With Shower and Bathtub....... Fully Equipped with Linens & Towels........ Spacious Living Room......Flat ScreenTelevision.....DVD Player with Movies available for your viewing during your stay............................................................................. Dining Area.....for Morning Coffee or Tea..................................................... The Kitchen Area is Modern with Granite Counter Top... includes the use of a Coffee Maker...Microwave to Heat up a Carry Out/In Meal.... Not suited for a Gourmet Cook...or Top Chef......Sorry!!!! . This Flat is located in HISTORIC HARLEM.... near the Appollo Theater and The Museum Mile...on Fifth Avenue. Sylvia's World Famous Resturant...loca,,4632,Elisabeth,11/25/08,within a day,842,50%,Harlem,1,Harlem,New York,NY,10027,New York,United States,Apartment,Private room,2,N/A,$150.00,$75.00,365,310.25,0,,1,,,,,0
3831,Cozy Entire Floor of Brownstone,"Greetings! We own a double-duplex brownstone in Clinton Hill on Gates near Classon Avenue - (7 blocks to C train, 5 blocks to G train, minutes to all), in which we host on the entire top floor of the upper duplex. This is more of an efficiency set-up: it is the top floor on a two-family, double duplex brownstone, the top floor for our guests consists of a sizable bedroom, full bath and eat-in kitchen for your exclusive use. Our family occupies the floors below. You go through a common hallway and staircase, to get to the top floor (2 easy flights up from the main entrance), but not through any rooms, so it is a fairly private set-up. - Clinton Hill, Gates Avenue near Classon Ave. (1 mi. or less to Williamsburg, Park Slope, Prospect Heights, downtown, Ft. Greene, Bed-Stuy, Bushwick; 20 mins to Manhattan) - includes FiOS, heat (or A/C), hot water, and electricity all included - furnished with two twin beds (convertible into a king bed), one rollaway twin bed and one inflatable m",Just the right mix of urban center and local neighborhood; close to all but enough quiet for a calming walk.,4869,LisaRoxanne,12/7/08,within an hour,42,100%,Clinton Hill,1,Clinton Hill,Brooklyn,NY,11238,New York,United States,Guest suite,Entire home/apt,3,500,$89.00,,149,126.65,213,9,1,4.36,,,,0
5022,Entire Apt: Spacious Studio/Loft by central park,"Loft apartment with high ceiling and wood flooring located 10 minutes away from Central Park in Harlem - 1 block away from 6 train and 3 blocks from 2 & 3 line. This is in a recently renovated building which includes elevator, trash shoot. marble entrance and laundromat in the basement. The apartment is a spacious loft studio. The seating area and sleeping area is divided by a bookcase. There is a long hallway entrance where the bathroom and closet for your clothes is situated. The apartment is in mint condition, the walls have been freshly painted a few months ago. Supermarket, and 24 hour convenience store less than 1 block away. 1 block away from Hot Yoga Studio and NY Sports club facility. Perfect for anyone wanting to stay in Manhattan but get more space. 10 minutes away from midtown and 15 minutes away from downtown. The neighborhood is lively and diverse. You will need to travel at least 10 blocks to find cafe's, restaurants etc.. There are a few restaurants on 100 street on",,7192,Laura,1/29/09,within a day,678,100%,East Harlem,1,,New York,NY,10029,New York,United States,Apartment,Entire home/apt,1,N/A,$80.00,$80.00,11,9.35,7,10,1,0.09,,,,0
5099,Large Cozy 1 BR Apartment In Midtown East,"I have a large 1 bedroom apartment centrally located in Midtown East. A 10 minute walk from Grand Central Station, Times Square, Empire State Building and all major subway and bus lines. The apartment is located on the 5th floor of a pre-war walk up building-no elevator/lift. The apartment is bright with has high ceilings and flow through rooms. A spacious, cozy living room with Netflix and Apple TV. A large bright kitchen to sit and enjoy coffee or tea. The bedroom is spacious with a comfortable queen size bed that sleeps 2. I have a comfortable queen size aero bed that fits in the living room and sleeps 2. It can be tucked away for living space and opened when ready for bed. I'd be happy to give you tips and advice on the best ways to experience the most of NYC. The apartment's location is great for sightseeing. ** Check out my listing guidebook ** If you would like to stay local in the area, there is a very long & famous strip of bars and restaurants along 3rd Avenue, which","My neighborhood in Midtown East is called Murray Hill. The area is very centrally located with easy access to explore . The apartment is about 5 blocks (7 minute walk) to the United Nations and Grand Central Station the main and most historic train station. Grand Central will give you access to every train in the city. The apartment is also very close to main attractions, It's about a 10 minute walk to both the Empire State Building and Times Square. There's a great shopping area with dozens of stores including H&M, Zara, The Gap, BeBe and the world famous Macy's department store. These shops are a 10 minute walk up East 34th Street from 5th avenue and 8th avenue. If you would like to stay local in the area, there is a very long & famous strip of bars and restaurants along 3rd avenue, which is just around the corner from the apartment. It's commonly known as the 3rd avenue strip.",7322,Chris,2/2/09,within a day,517,100%,Flatiron District,1,,New York,NY,10016,New York,United States,Apartment,Entire home/apt,2,N/A,$185.00,$125.00,306,260.1,66,9,1,0.57,,,,0
